,id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
7970,7971,Synset('negative.n.01'),8,he answered in the negative,Synset('no.n.01'),9,his no was loud and clear,1
7971,7972,Synset('heating_system.n.01'),8,the heating system wasn't working,Synset('utility.n.06'),7,the price of the house included all utilities,0
7972,7973,Synset('gloom.n.03'),7,gloom pervaded the office,Synset('cloud.n.04'),8,the only cloud on the horizon was the possibility of dissent by the French,1
7973,7974,Synset('fight.n.02'),8,a fight broke out at the hockey game,Synset('contretemps.n.01'),10,he tried to smooth over his contretemps with the policeman,1
7974,7975,Synset('suspension.n.06'),8,there was a small ceremony for the hanging of the portrait,Synset('support.n.08'),7,he leaned against the wall for support,0
7975,7976,Synset('gravitation.n.03'),8,the gravitation of the middle class to the suburbs,Synset('attitude.n.01'),5,he had the attitude that work was fun,0
7976,7977,Synset('quota.n.03'),14,the quota for Japanese imports was negotiated,Synset('policy.n.02'),10,they debated the policy or impolicy of the proposed legislation,0
7977,7978,Synset('look.n.02'),9,he went out to have a look,Synset('side-glance.n.01'),11,she shot him an impatient side-glance,1
7978,7979,Synset('hyperbolic_geometry.n.01'),13,Karl Gauss pioneered hyperbolic geometry,Synset('non-euclidean_geometry.n.01'),12,non-Euclidean geometries discard or replace one or more of the Euclidean axioms,0
7979,7980,Synset('door.n.03'),11,we closed the door to Haitian immigrants,Synset('open_door.n.02'),12,he maintained an open door for all employees,1
7980,7981,Synset('criterion.n.02'),8,they live by the standards of their community,Synset('design_criteria.n.01'),9,the job specifications summarized the design criteria,1
7981,7982,Synset('basis.n.02'),10,the whole argument rested on a basis of conjecture,Synset('hypothesis.n.02'),8,a scientific hypothesis that survives experimental testing becomes a scientific theory,0
7982,7983,Synset('imputation.n.01'),9,he denied the imputation,Synset('finger-pointing.n.01'),10,they want all the finger-pointing about intelligence failures to stop,1
7983,7984,Synset('guard_duty.n.01'),10,he was on guard that night,Synset('assignment.n.01'),9,hazardous duty,0
7984,7985,Synset('reservation.n.02'),6,he recommended her without any reservations,Synset('fine_print.n.01'),7,don't sign a contract without reading the fine print,1
7985,7986,Synset('preponderance.n.02'),8,a preponderance of evidence against the defendant,Synset('amount.n.02'),6,an adequate amount of food for four people,0
7986,7987,Synset('crowd.n.01'),6,a crowd of insects assembled around the flowers,Synset('troop.n.04'),7,a troop of children,1
7987,7988,Synset('announcement.n.02'),6,the announcement appeared in the local newspaper,Synset('notice.n.01'),7,you didn't give me enough notice,1
7988,7989,Synset('middle.n.03'),7,young American women believe that a bare midriff is fashionable,Synset('area.n.03'),6,in the abdominal region,0
7989,7990,Synset('increase.n.05'),9,he gave me an increase in salary,Synset('tension.n.06'),12,tension holds the belt in the pulleys,1
7990,7991,Synset('silver_lining.n.01'),9,every cloud has a silver lining,Synset('consolation.n.01'),8,second place was no consolation to him,0
7991,7992,Synset('omen.n.01'),8,he looked for an omen before going into battle,Synset('augury.n.01'),7,he hoped it was an augury,0
7992,7993,Synset('failure.n.03'),7,he felt that his entire life had been a failure,Synset('bankruptcy.n.01'),8,spiritual bankruptcy,1
7993,7994,Synset('allotment.n.02'),7,the apportionment of seats in the House of Representatives is based on the relative population of each state,Synset('deal.n.09'),8,the captain was entrusted with the deal of provisions,1
7994,7995,Synset('importance.n.01'),7,the importance of a well-balanced diet,Synset('consequence.n.03'),9,decisions of great consequence are made by the president himself,1
7995,7996,Synset('silence.n.02'),6,he needed silence in order to sleep,Synset('hush.n.01'),7,the still of the night,1
7996,7997,Synset('place.n.10'),7,he overstepped his place,Synset('niche.n.01'),8,he found his niche in the academic world,1
7997,7998,Synset('biometric_identification.n.01'),7,negative identification can only be accomplished through biometric identification,Synset('voiceprint.n.01'),8,voiceprints are uniquely characteristic of individual speakers,1
7998,7999,Synset('sleeper_nest.n.01'),9,sleeper nests of Islamic terrorists were capable of launching major attacks in Europe,Synset('nest.n.04'),8,a nest of thieves,0
7999,8000,Synset('sound.n.02'),9,he strained to hear the faint sounds,Synset('music.n.02'),10,he fell asleep to the music of the wind chimes,1
8000,8001,Synset('let.v.05'),3,let it be,Synset('leave.v.04'),2,leave it as is,0
8001,8002,Synset('clot.v.01'),3,coagulated blood,Synset('curdle.v.03'),4,his blood curdled,1
8002,8003,Synset('proceed.v.02'),2,We proceeded towards Washington,Synset('take.v.27'),4,The escaped convict took to the hills,1
8003,8004,Synset('feel.v.01'),1,She felt resentful,Synset('exuberate.v.01'),4,Who cannot exult in Spring?,1
8004,8005,Synset('reinforce.v.01'),3,he reinforced the concrete,Synset('buttress.v.01'),4,Buttress the church,1
8005,8006,Synset('befriend.v.01'),5,John and Eric soon became friends,Synset('bind.v.02'),4,The grandparents want to bond with the child,0
8006,8007,Synset('retire.v.08'),6,he retired from life when his wife died,Synset('resile.v.01'),8,The landlord cannot resile from the lease,1
8007,8008,Synset('survive.v.01'),1,We went without water and food for 3 days,Synset('stand_up.v.06'),2,Her shoes won't hold up,1
8008,8009,Synset('call.v.20'),10,He deserves to be called on that,Synset('contest.v.01'),8,They contested the outcome of the race,0
8009,8010,Synset('marinade.v.01'),6,marinade herring,Synset('steep.v.02'),5,steep the blossoms in oil,0
8010,8011,Synset('wrestle.v.01'),3,He wrestled all his life with his feeling of inferiority,Synset('battle.v.01'),2,The Kurds are combating Iraqi troops in Northern Iraq,0
8011,8012,Synset('rough-hew.v.01'),6,rough-hew stone or timber,Synset('hew.v.01'),5,hew out a path in the rock,0
8012,8013,Synset('settle.v.03'),3,We finally settled the argument,Synset('concert.v.02'),4,concert one's differences,1
8013,8014,Synset('case.v.01'),3,They men cased the housed,Synset('inspect.v.01'),2,Please inspect your father's will carefully,0
8014,8015,Synset('enrich.v.01'),3,The experience enriched her understanding,Synset('choke.v.13'),4,choke a carburetor,1
8015,8016,Synset('telecast.v.01'),8,The Royal wedding was televised,Synset('air.v.03'),7,We cannot air this X-rated song,0
8016,8017,Synset('identify.v.01'),2,She identified the man on the 'wanted' poster,Synset('seclude.v.01'),6,He sequestered himself in his study to write a book,1
8017,8018,Synset('stipulate.v.01'),6,The will stipulates that she can live in the house for the rest of her life,Synset('provide.v.03'),7,The will provides that each child should receive half of the money,1
8018,8019,Synset('conform_to.v.02'),5,conform to the rules,Synset('comply.v.01'),4,He complied with my instructions,0
8019,8020,Synset('hop.v.05'),5,He hopped the bush,Synset('pass.v.07'),3,The sports car passed all the trucks,0
8020,8021,Synset('behold.v.01'),3,behold Christ!,Synset('see.v.01'),2,You have to be a good observer to see all the details,0
8021,8022,Synset('purify.v.01'),3,purify the water,Synset('purge.v.04'),4,purge the water,1
8022,8023,Synset('fling.v.01'),4,fling the frisbee,Synset('flip.v.06'),5,flip me the beachball,1
8023,8024,Synset('bleach.v.01'),3,The sun bleached the red shirt,Synset('discolor.v.02'),2,The detergent discolored my shirts,0
8024,8025,Synset('scrub.v.01'),3,She scrubbed his back,Synset('holystone.v.01'),4,holystone the ship's deck,1
8025,8026,Synset('dynamite.v.01'),4,The rock was dynamited,Synset('explode.v.01'),3,We exploded the nuclear bomb,0
8026,8027,Synset('tint.v.01'),3,her greying hair was tinged blond,Synset('tincture.v.02'),4,The leaves were tinctured with a bright red,1
8027,8028,Synset('amuse.v.02'),2,The clown amused the children,Synset('cheer.v.03'),1,She tried to cheer up the disappointed child when he failed to win the spelling bee,0
8028,8029,Synset('sublime.v.02'),4,sublime iodine,Synset('gasify.v.01'),3,The substance gasified,0
8029,8030,Synset('seethe.v.04'),3,The liquid was seething,Synset('churn.v.02'),2,the sea was churning in the storm,0
8030,8031,Synset('smash.v.04'),3,She smashed her car against the guard rail,Synset('hit.v.12'),2,he hit his fist on the table,0
8031,8032,Synset('work_out.v.02'),3,Things worked out in an interesting way,Synset('turn_out.v.04'),2,How will the game turn out?,0
8032,8033,Synset('exhaust.v.01'),4,This kind of work exhausts me,Synset('kill.v.13'),5,The daily stress of her work is killing her,1
8033,8034,Synset('gain.v.05'),1,The home team was gaining ground,Synset('have.v.17'),3,Nicklaus had a 70,1
8034,8035,Synset('speechify.v.01'),6,These ministers speechify on every occasion,Synset('deliver.v.01'),5,The commencement speaker presented a forceful speech that impressed the students,0
8035,8036,Synset('back_out.v.01'),3,He backed out of the driveway,Synset('back.v.02'),2,back into the driveway,0
8036,8037,Synset('see.v.05'),4,She views this quite differently from me,Synset('deify.v.01'),6,These young men deify financial success,1
8037,8038,Synset('redden.v.02'),3,The setting sun reddened the sky,Synset('color.v.01'),2,The child colored the drawings,0
8038,8039,Synset('indulge.v.01'),1,The writer indulged in metaphorical language,Synset('wallow.v.01'),2,Wallow in luxury,1
8039,8040,Synset('issue.v.04'),1,Water issued from the hole in the wall,Synset('come_out.v.05'),2,His hair and teeth fell out,1
8040,8041,Synset('teargas.v.01'),4,The students were teargassed during the riot,Synset('gas.v.01'),3,The despot gassed the rebellious tribes,0
8041,8042,Synset('excavate.v.01'),3,Schliemann excavated Troy,Synset('dig.v.04'),4,dig salt,1
8042,8043,Synset('dress.v.02'),3,Parents must feed and dress their child,Synset('cover.v.26'),4,cover your head!,1
8043,8044,Synset('contrast.v.02'),2,the students contrast considerably in their artistic abilities,Synset('foil.v.01'),3,"In this picture, the figures are foiled against the background",1
8044,8045,Synset('honor.v.01'),7,Today we honor our soldiers,Synset('ennoble.v.01'),8,He was dignified with a title,1
8045,8046,Synset('hog-tie.v.01'),5,The prisoner was hog-tied,Synset('disable.v.01'),2,disable this command on your computer,0
8046,8047,Synset('hark_back.v.01'),3,This harks back to a previous remark of his,Synset('denote.v.02'),2,`multi-' denotes `many' ,0
8047,8048,Synset('ligate.v.02'),6,The enzyme ligated,Synset('bind.v.09'),5,The hydrogen binds the oxygen,0
8048,8049,Synset('ferret_out.v.01'),3,She ferreted out the truth,Synset('discover.v.04'),2,She found that he had lied to her,0
8049,8050,Synset('breathe.v.02'),2,Every creature that breathes,Synset('exist.v.02'),1,he could barely exist on such a low wage,0
8050,8051,Synset('match.v.01'),2,The two stories don't agree in many details,Synset('serve.v.01'),6,The tree stump serves as a table,1
8051,8052,Synset('go_steady.v.01'),4,Did you know that she is seeing an older man?,Synset('consort.v.01'),3,He associates with strange people,0
8052,8053,Synset('constitute.v.01'),1,This money is my only income,Synset('compose.v.01'),2,Greed and ambition composed his personality,1
8053,8054,Synset('humidify.v.01'),4,We have a machine that humidifies the air in the house,Synset('slack.v.08'),6,slack lime,1
8054,8055,Synset('edit.v.02'),8,The same family has been editing the influential newspaper for almost 100 years,Synset('publish.v.02'),7,publish a magazine or newspaper,0
8055,8056,Synset('think.v.01'),3,I think he is very smart,Synset('see.v.05'),4,She views this quite differently from me,1
8056,8057,Synset('fly.v.03'),5,The pilot flew to Cuba,Synset('kite.v.03'),7,The pilot kited for a long time over the mountains,1
8057,8058,Synset('take.v.27'),4,The escaped convict took to the hills,Synset('head.v.01'),3,where is she heading,0
8058,8059,Synset('cover.v.05'),8,This book deals with incest,Synset('talk_shop.v.01'),10,"As soon as they met, the linguists started to talk shop",1
8059,8060,Synset('rout.v.02'),3,the pig was rooting for truffles,Synset('dig.v.01'),2,Dig we must,0
8060,8061,Synset('substitute.v.03'),3,She stood in for the soprano who suffered from a cold,Synset('cover.v.17'),4,She is covering for our secretary who is ill this week,1
8061,8062,Synset('bind.v.02'),4,The grandparents want to bond with the child,Synset('fixate.v.01'),5,"He fixates on his mother, even at the age of 40",1
8062,8063,Synset('crash.v.03'),4,the plane crashed into the ocean,Synset('hit.v.02'),2,The car hit a tree,0
